id,title,description,category
586744,IPDPS - IEEE International Parallel & Distributed Processing Symposium,IPDPS is an international forum for engineers and scientists from around the world to present their latest research findings in all aspects of parallel computation.,Computers
595439,JavaRealm Software: Offshore Software Development and Offshore Software Outsourcing,"JavaRealm is an offshore software development team located in Kiev, Ukraine, focusing on web application development using Java programming language, J2EE, and related technologies. Our scope of activity is custom software outsourcing, software development and custom programming.",Computers
610253,"1099 and W2 programs, print and electronic filing with state and federal governments","1099s and W2s: print and file electronically with state and federal governments easily and inexpensively. Payroll tax reporting software: Form 1099, Form W2, Form 940, Form 941, Form 943 Form 944 Form 1098-T",Computers
621955,Photoshop Tutorials | Free Photoshop Download & Tutorials Online,"Adobe Photoshop Tutorials for FREE, Easy to Advanced Tutorials with Free Photoshop Download.",Computers
627054,Comp Groupware FAQ Index,Comp Groupware FAQ Index,Computers
632443,Memory Technology Device (MTD) Subsystem for Linux.,A generic subsystem for handling memory technology devices under Linux,Computers
635980,Brian Havard's Home Page,Brian Havard's home page,Computers
639110,Database Gate - The Powerful Tool for Database Developers,"Database Gate, the powerful tool for database developers for sql editing and server management",Computers
641066,Visual Home Commander! Software for X10 FireCracker CM17A,"Visual Home Commander is software for the X10 CM17a Firecracker. Complete with Timers, Macros, and groups. Free Trial. Home Automation for x10 gadgets.",Computers
642242,FSG - Home,"Homepage of FSG, a company which produces structured contant management solutions for xml electronic forms",Computers
530895,Vincent (Vince) Conitzer,a professor at Carnegie Mellon University,Computers
532380,"Liberty Technology Systems, Inc. - Provider of PostScript/PDF Technology","Liberty Technology Systems, Inc. - Provider of vector-based PostScript and PDF interpretation technology.",Computers
538027,Darksat IT Security Forums,Darksat IT Security Forums,Computers
542143,low temperature microwave drying,"Vacuum microwave drying offers an alternative way to improve the quality of dehydrated products. The application of vacuums to the microwave drying process might be interesting, low temperature microwave drying especially for thermally sensitive products because the reduced boiling point of the solvent allows a lower temperature processing. The high temperature and long drying time associated with conventional hot-air drying often causes heat damage and adversely affects texture, color, flavor and nutritional value of products.",Computers
547545,Southeastern Computer Center,"Southeastern Computer Pensacola,",Computers
548148,"CD Duplication Services by Northeast Software Services, Inc.","The professional software manufacturing solutions for CD-R, CD-RW, CD-ROM, DVD, diskette, video and audio tape replication. We offer complete media conversion and pre-mastering services as well.",Computers
557499,Blogger-Yolk,"Free to download skins, three column templates for Blogger.",Computers
568671,Stevens Interactive - Collaborative Digital Problem Solving,"We are a small, smart group of folks that know our digital strengths and take interactive strategy and conceptualization seriously.",Computers
570077,Designing a Sign,Does your business utilize noticeable and attractive signs? Learn tips and advice for designing and planning the best signs.,Computers
574480,Livesurf - Stellenbosch Software Development and SEO Company,"Livesurf is a software development, application development, web design, search engine optimization, search engine marketing and internet consulting company based in Stellenbosch, South Africa.",Computers
576441,WebCentrics Consulting - Expert Web Consulting Services,"WebCentrics provides expert web consulting services for your internet, extranet and intranet sites",Computers
576977,Free Private Chat Rooms - Chatzy,"Free private chat service - create your own chat room and invite people by email. No ads, no installation, and no registration required.",Computers
577408,IsCool - Completely Free redirection service,isCool.net - Free completely redirection service url redirection,Computers
579223,Learning A New Language And Culture,"Are you interested in learning more about culture? By learning about other people, you can really expand your horizons and enjoy a fresh outlook on life.",Computers
583593,Guitar & Bass Ear Trainer - Ear Training Software course for guitar and bass players,Guitar & Bass Ear Trainer: Software ear training course for guitar and bass musicians.,Computers
585689,"Professional Manufacturers, China Quality Suppliers on ccnmag.com","Premier online B2B e-marketplace, provides China company directory & China product catalogs for Global buyers.",Computers
593142,Programming Tips,Programming Tips,Computers
593696,Son of eForth for Linux and FreeBSD,"Unofficial eForth for Linux 2.0.x and FreeBSD 2.0.5, using Wil Baden's pinhole optimizer.",Computers
604003,BOUML - a free UML tool box,"BOUML : A UML toolbox running under Linux and Windows to specify and generate code in C++, Java, Php, Python and Idl",Computers
609307,Home,APACE audit planning and control environment,Computers
614592,Tronia Systems Ltd. | Home of agre,Tronia Systems Ltd. Ag Retail Solutions,Computers
628571,ktmatu - Relax - WWW logfile referring URL and search       engine keyword analysis tool,"Relax - Free multi-platform referrer       log analysis tool for tracking which search engines, search keywords       and referring URLs led visitors to your site.",Computers
633278,CYCAS CAD 2D + 3D + ARCHITECTURE,CYCAS architectural CAD software for Linux and Windows,Computers
640120,"Calculator for vectors, matrices, complex number, quaternion, coordinates, intersections, plotting","The collection of mathematical tools handles vectors, matrices, complex number, quaternion, coordinates, intersections and function plotting (polar plot,2D,3D). Statistic, dataanalysis, FFT, best fit.",Computers
536156,Database Software Development | Customised Database Solutions,"Access Data Systems designs and builds high quality database solutions which are user-friendly, affordable, and easy to maintain. We can fix problems with your existing database or build a new database application to meet your specific needs.",Computers
540634,IT Training.net,"We create Long Documents, User Guides, PowerPoint Presentations, Excel Spreadsheets and more. We can professionally cover all your typing needs.",Computers
542018,Varian's Dreamfonts - Free TrueType Fonts for the Web,Original TrueType fonts for Windows and Macintosh especially designed for use on the web. Includes a helpful Web Fonts Reference section and links to typography design sites.,Computers
544073,Computech Inc | Building Technology For Next Generation,"Welcome to Computech Inc., the forefront of innovation in building technology for the next generation. Our passionate team of experts is dedicated to creating cutting-edge solutions that revolutionize the way we interact with technology.",Computers
548794,TRS Fieldbus Systems Inc.,"TRS Fieldbus Systems Inc. provides mainly
Fieldbus Systems for machine control. We also offer Industrial PCs,
PC Interfaces, PC PLCs, Displays, Brigdes, Gateways.",Computers
554846,Email Marketing Reports,Hundreds of articles and reviews on email marketing and advertising,Computers
555069,Mailshell - Internet Security Engine Leader,"Mailshell is a leader in traffic reputation, anti-spam and anti-phishing security software. More than 6,000 companies and millions of consumers worldwide rely on Powered by Mailshell reputation-based AI filters to quantify the reputation of internet traffic, and to block online fraud, spam and phishing. Mailshell has OEM relationships with companies based on five continents, including McAfee, CA, Check Point, Netgear, AVG, ESET, and Webroot, among others.",Computers
580125,All About Link Popularity and PageRank - Website Publisher.,Learn all about link popularity and PageRank and how to use them to increase your site's rank.,Computers
588703,Hepek PowerBuilder/EAServer Framework,Hepek,Computers
592804,Garnet Toolkit Frequently Asked Questions,Garnet Toolkit Frequently Asked Questions,Computers
612008,"IBM Rational Consulting, Training & Products by A Better Solution, Inc.","A Better Solution provides IBM Rational Consulting and Training using IBM Certified Consultants experienced in ALM, CLM & JAZZ implementations.",Computers
612341,"LWE Research, Inc. - Developer of MATHEMATICS DLL TOOLKIT! &reg","The Corporate Webpage of LWE Research, Inc.",Computers
613973,Oracle Information,Oracle Information,Computers
615639,Find Your New Desktop Wallpaper at desktopWallpapers.net,This site contains thousands of free high quality images in many categories and resolutions for use as desktop wallpaper on your computer.,Computers
621405,ThumbsPlus.com: The Home of ThumbsPlus,"ThumbsPlus is the most effective and elegant application to thumbnail, organize, locate, view, edit, and print your images, metafiles, movies and fonts",Computers
634772,BCSC - RACF and security software and services for the mainframe,"BCSC - Security Software and Services for z/OS and OS390: RACF Products, Services, Consultancy and Training",Computers
640424,Programming Sunrise,"Programming Sunrise is home to KooRaRoo Media, Smart Diary Suite, Smart Pet Health Professional and other high-quality software.",Computers
641605,David Gerster Securitization Modeling,David Gerster Structured Finance Services.,Computers
529832,Heart Disease Program,An expert system to help physicians diagnose heart disease,Computers
530088,AIWisdom.com - Game AI Articles & Research,AIWisdom.com - Game AI Articles & Research,Computers
538123,Chortkeh,"Chortkeh, provider of enterprise software solutions including paperless workflow automation systems, electronic forms, barcode, data conversion, and codecs",Computers
541450,Computer Internet Tips and Tricks,Computer and Internet Guide,Computers
549985,"SCGS - Soham Printing, Electrical and Computer Services","SCGS - Soham Printing, Electrical and Computer Services",Computers
554228,"HUMORPAGES.NET, humor jokes funny erotic crazy romantic laugh sweet funstuff ecards icq greetings, just for fun or to mail 2 your friends or love, humorpages.net,ecards,icq,chat,coole,kaartjes,liefdeskaarten,verjaardagskaarten,beterschapskaarten,kerstkaarten,beroemdheden,celebrities,wens,gratis,versturen,service,free,fysieke,kaarten,vrolijk,originele,kaart,Nederlandstalige,kaarten,kerstkaart,ansichtkaart,ansicht,verjaardagskaart,felicitaties,verjaardag,verjaardagen,beterschap,beterschapskaart,liefdeskaart,lovecards,lovecard,wenskaarten,wenskaart,nieuwjaarskaarten,nieuwjaarskaarten,digitaal,digitale,verstuurbare,bikini's,electronische,electronic,vreemde,grappige,humoristische,leuke,fun,humor,bijzondere,stukje,chocolade,coole,Kaarten,kaart,kaartjes,postkaartjes,postkaarten,postkaart,ecards,Cyber,cards,cyber,cards,cybercards,postcards,postcard,greetingscard,Webcards,kerst,kerstmis,nieuwjaar,nieuwjaarsdag,oudjaar,oudjaars,pasen,valentijnsdag,happy,valentine,Halloween,zo,maar,Express,Echte,groet,groeten,greetz,groetjes,virtueel,virtuele,virtual,kaartensite,site,image,plaatjes,download,chat,programma,bloemetje,cartoon,achtige,flash,kaarten,Boxing,Day,e,card,a,warm,seasonal,greetings,holiday,invitations,Announcements,happy,valentinescard,Thinking,of,you,dieren,Animals,Anniversaries,Arts,And,Culture,Awards,Birthday,CHRISTMAS,christmas,Cartoons,Congratulations,Ecards,for,Kids,Encouragement,Everyday,Greetings,Family,Friendship,Funny,Get,Well,Good,Luck,Good,Vibes,Holidays,Languages,Love,Romance,vakantiegroet,kaarten,via,internet,verzendservice,verzendmoment,boodschap,Digital,Greetings,popular,animated,bewegende,geluid,liedje,muziek,Romantische,bericht,kaartjesdiensten,Hallmark,Cards,Boomerang,Heineken,e,cards,Reclame,kaarten,blue,mountain,Disney,sturen,stuur,verstuurd,versturen","HUMORPAGES.NET, humor jokes funny erotic crazy romantic laugh sweet funstuff ecards icq greetings, just for fun or to mail 2 your friends or love, humorpages.net,ecards,icq,chat,coole,kaartjes,liefdeskaarten,verjaardagskaarten,beterschapskaarten,kerstkaarten,beroemdheden,celebrities,wens,gratis,versturen,service,free,fysieke,kaarten,vrolijk,originele,kaart,Nederlandstalige,kaarten,kerstkaart,ansichtkaart,ansicht,verjaardagskaart,felicitaties,verjaardag,verjaardagen,beterschap,beterschapskaart,liefdeskaart,lovecards,lovecard,wenskaarten,wenskaart,nieuwjaarskaarten,nieuwjaarskaarten,digitaal,digitale,verstuurbare,bikini's,electronische,electronic,vreemde,grappige,humoristische,leuke,fun,humor,bijzondere,stukje,chocolade,coole,Kaarten,kaart,kaartjes,postkaartjes,postkaarten,postkaart,ecards,Cyber,cards,cyber,cards,cybercards,postcards,postcard,greetingscard,Webcards,kerst,kerstmis,nieuwjaar,nieuwjaarsdag,oudjaar,oudjaars,pasen,valentijnsdag,happy,valentine,Halloween,zo,maar,Express,Echte,groet,groeten,greetz,groetjes,virtueel,virtuele,virtual,kaartensite,site,image,plaatjes,download,chat,programma,bloemetje,cartoon,achtige,flash,kaarten,Boxing,Day,e,card,a,warm,seasonal,greetings,holiday,invitations,Announcements,happy,valentinescard,Thinking,of,you,dieren,Animals,Anniversaries,Arts,And,Culture,Awards,Birthday,CHRISTMAS,christmas,Cartoons,Congratulations,Ecards,for,Kids,Encouragement,Everyday,Greetings,Family,Friendship,Funny,Get,Well,Good,Luck,Good,Vibes,Holidays,Languages,Love,Romance,vakantiegroet,kaarten,via,internet,verzendservice,verzendmoment,boodschap,Digital,Greetings,popular,animated,bewegende,geluid,liedje,muziek,Romantische,bericht,kaartjesdiensten,Hallmark,Cards,Boomerang,Heineken,e,cards,Reclame,kaarten,blue,mountain,Disney,sturen,stuur,verstuurd,versturen",Computers
563974,"Yooter Digital Marketing Blog | Expert SEO, Advice, and Strategies",Yooter is a digital marketing blog providing more than 30 years of digital marketing and SEO advice through blog posts. Enjoy your read!,Computers
564056,Google's PageRank explained with a Spreadsheet,Google's PageRank explained by a colourful spreadsheet,Computers
569540,WebsiteWiz | Website Development for Small Businesses,"WebsiteWiz offers customized web site design, maintence and development for small and medium-sized businesses and non-profit organizations.",Computers
570100,"Web site design at azDrum Visual Communications.  Offering the most creative, unique and original Web site design around.  Producing the highest quality Web site design for a variety of clients.","Based in Galloway, NJ, azDrum Visual Communications has produced the highest quality flash, web site design, e commerce, motion graphics and interactive multimedia design for a variety of clients.  Let azDrum handle your web site design challenges today!",Computers
576586,"Web4Docs, Your Dental or Medical internet web hosting and web page creators.",Web4docs creates and hosts web pages for the medical professionals.  Find dentists. How can the internet help your dental or medical practice? Web4docs has the solution to getting your dental or medical office located on the internet.,Computers
578469,"Invisible orthodontics, Medicine and Pharmacy","Meet the best Medical specialists in Invisible orthodontics, Medicine and Pharmacy in Colombia",Computers
579607,"W3 Media.net : Web Hosting, Server Co-location, Virtual Servers. Vancouver BC","Web hosting company providing affordable web hosting services, server co-location, dedicated servers and shared hosting.",Computers
585780,Peter O'Kelly's Reality Check,Better living through collaboration and conceptual modeling,Computers
588595,"Turbo-Locator - Locator for x86, V25, Am186, Am188, EX386,
EX486, V50, V40, SC400, ... x86, EX, 286, 386, 486 compible CPU's using
Output of Turbo/Borland Pascal, Borland C++, TASM - Free demo download","Turbo-Locator - ROM Code Re-Locator for x86  V25, V50, V40,  ... CPU's - for Turbo/Borland C++/Pascal, TASM",Computers
592904,while(nan),"What exactly does that do, anyway?",Computers
604803,OpenSTA Users Home Page - Free Web Load and Stress Testing Tool,Resource index site for the free HTTP performance test application OpenSTA. Web Load and stress testing for no cost; open source and GPL,Computers
604864,Software Testing Tools and Integrations,A free flowing way to discuss software testing tools and integrations,Computers
606241,"Biometrics Direct - Fingerprint Biometrics - Your Source for Fingerprint 
Biometric Security Solutions","Biometrics Direct provides Fingerprint Door Locks, Fingerprint Safes, Smart Card and Iris Scanning biometric solutions for home, healthcare, federal and corporate customers utilizing the latest in biometric technology, software and services.  Our sister site http://www.smartcardsupply.com  features smart card and PVC ID solutions.",Computers
609278,Gym Management Software,Easy to use gym software for management of gyms or a fitness center using the latest in fitness center software features.,Computers
611242,QCommerce your e-commerce solution,QCommerce helps your small business to easily launch a custom online website to fit your needs.,Computers
613387,FoxWeb: Home Page,FoxWeb is a software tool that allows World-Wide-Web servers to interface with FoxPro data and programs,Computers
618016,"Fun Classroom Activities, Games, Puzzles and More!","Writing Website, Math Games, Word Games, Puzzles And Other Educational Sites.  Shape Puzzles, Quote Puzzles, Famous Quotes, Weekly Math Problems",Computers
639346,Print screen software,Print screen captures with just a key press.,Computers
639358,"Screen Capture, Screen Recording, Audio Recorder, Color Picker, HTML to Image, Button Maker software and HTML Converter SDK - ACASystems","Get free trails of ACA screen capture(screenshot, print screen), ACA Screen recorder (screencam), ACA Audio Recorder(sound recorder), ACA Color Picker, ACA Brilliant Button Maker software, ACA HTML to Image Converter and  HTML Converter SDK, more!",Computers
639666,"Search ToolBar - Shareware software download for web searches, email, mp3 player, pop up killer.","Search ToolBar - Shareware software download for web searches, email, mp3 player, pop up killer.",Computers
532612,Quick Tech USA,This article helps resolve AC Adapter and Battery Issues. Table of Contents: Video - Portable Battery Not Charging to help resolve charging issues (English Only) - (1:46). Check the Power Adapter Unplug the power adapter from the notebook computer. Check...,Computers
538673,Draac.Com - Building A Better Internet,"Visit this site for the best FREE html, tables, css and frames courses on the internet! Get a FREE DraacMail Account to email your friends from anywhere in the world!",Computers
539765,CSS Drive- Categorized CSS gallery and examples.,"Hundreds of the best web site designs for your inspiration. Also, top menu designs and the best Wordpress themes directory.",Computers
546851,DataCom West,"KVM switch reseller for Raritan KVM switch, including Paragon KVM Cat5 switch, Raritan Dominion KVM switch, Raritan IP-Reach KVM over IP Remote access switch, Raritan MasterConsole KVM Switch, Raritan MasterConsole Matrix KVM Switch, Raritan Cat5 Reach KVM Extender.",Computers
555981,Tim's Spider Corner,Tim's Spider corner is an educational site for all spider fans that addresses the conservation of nature.,Computers
557477,Free CSS templates - Download Free CSS Templates,"Download free standards compliant CSS templates & Wordpress Themes, Valid XHTML/CSS.",Computers
569399,Valdosta Web Designs is under construction,229-588-0003,Computers
569601,"The Whole Internet | Web design, development, and consulting","Web design, development, and consulting services, catering to the needs of individuals and small businesses; specializing in accessibility and cross-browser designs.",Computers
576848,Dynamoo.com - Webmaster Resouces,Hints and tips for webmasters,Computers
578152,ASP.NET Web Hosting with Windows Server 2003,"Quality ASP.NET windows server web site hosting, SQL server and exchange host for over 15 years!",Computers
587083,TPC-Homepage,The Transaction Processing Performance Council defines transaction processing and database benchmarks and delivers trusted results to the industry.,Computers
608686,BitCrypt The Strongest Encription on Earth,BitCrypt - The Ultra-Strong Encryption that is easy to use,Computers
610928,Free Barcode Generator: No Cost Barcode Service by TALtech,"Generate Barcodes Online with TALtech's Free Barcode Generator. Easy to use, fully customizable, and 100% free!",Computers
615871,Breathtaking Travel Videography - Nature & Wildlife Photography Tips,Nature & Wildlife Photography Tips,Computers
618248,A fileWATCH Windows file monitor and Windows registry monitor tool,A fileWATCH Windows file monitor and Windows registry monitor tool,Computers
624695,Microsoft FrontPage Technical Support,Microsoft FrontPage Technical Support,Computers
638296,The Oldest Software Review Site,"A1 Shareware Evaluations  - The Internets oldest Software Review site 6000 + pages, downloads, News, Links, shareware and freeware",Computers
638764,Welcome to scotware.net,Welcome to scotware.net,Computers
640051,Orbiscope web page monitoring and metasearch software agent,"While being a fast and precise metasearch engine, Orbiscope is also a web page watcher software.Our intelligent agent allows you to add your own search engines and favourite Web site, simple and easy.",Computers
642717,Software Development | Mobile Application Development | IT Services | Consulting | blissit.org,Software Development | Mobile Application Development | IT Services | Consulting | blissit.org,Computers
644400,The Soundwavers | Home page,"Home page to The Soundwavers audio/music production collective: Music and Audio Productions, Royalty-Free Music, Video Reviews and Tutorials.",Computers
645695,tematic ... beyond your expectations,Tematic ltd design and license complete ARM processor based designs for customers wanting to take best advantage of the MIPS per watt performance the ARM core provides.,Computers
646398,Sinclair ZX Spectrum site called The Speccy Zone,"The Speccy Zone, Dedicated to everything Spectrum",Computers
534520,Gernot Heiser's Previous Home Page,Gernot's old home page,Computers
538657,Html Tips and Tricks,html tips tricks on demand,Computers
546317,"Microsupply: Recycled Printer Inkjets, Toner Cartridges & Drum Units","Help your office, help the environment & help a charity with our recycled computer printer inkjets, toner cartridges and drum units.",Computers
549858,ETN Parts,We sale mainframe and midrange refurbish equipment,Computers
559335,KidsNet - Endpoint Point Solution,KidsNet provides an integrated solution for all cybersecurity needs. It has all  security features that needs to protect network from all cyber threats.,Computers
563894,Search engine and human edited web directory KartOO,Quick web search and get relevant results with the meta search engine with its directory and services that make the Net a portal KartOO totally free.,Computers
567941,"Net-sites - Website Design, Hosting & Management",Website Hosting & Management,Computers
568730,Softhands Web Site Design,"Softhands Consulting Web Site Design provides creative, flexible, secure solutions with modern technology.
e-commerce is a feature with credit card acceptance, with or without a store front, catalog, or shopping cart on secure servers with well known merchant gateways.
Clients who are tired of standard packages that all do the same and look alike, Softhands can provide the programming talent and business knowledge to bring your idea to actuality. Contact Us! We are happy to help.",Computers
570589,Mediachrome,Mediachrome web design and multi-media development,Computers
583625,JFugue,JFugue - Music Programming for Java and Other JVM Languages,Computers
587431,"ActiveX - Controls, Errors and .NET Components at Active-X.COM","ActiveX controls and .NET Components. Largest library of free, downloadable ActiveX Components.",Computers
590166,Development,"On web application development with Coldfusion, jQuery, SQL, etc.",Computers
596468,Java COM ActiveX Bridge | J-Integra,Java interoperability with COM Automation (OLE) & ActiveX components. 100% Java software. Run on any platform. No native code or JNI required.,Computers
598846,nickelwound.com - Welcome,"The personal homepage of Jonathan York (Jonathan B. York), nickelwound.com.  Jonathan is a software developer, videogame connoisseur, and open source advocate.  Jonathan lives in Louisville, KY (Kentucky).  On this site, you can find his weblog / journal / diary / blog (as well as RSS feeds), his resume, and other personal information.  Jonathan graduated from the University of Louisville (UofL).",Computers
600997,Form Processing CGI script by Biz Mail Form - Free Forms processor,"Free form processing CGI script that sends delimited form data to a data file script, and up to 2 E-mail address's. Also has an autoresponse feature, and More.",Computers
602932,RunRev Embassy - High-level programming,"Runtime Revolution Embassy is a portal for developers using Runtime Revolution, with downloadable tools, articles, and links to other helpful resources.",Computers
610431,Bottom Line Software,"Bottomline Software is an authorized 
reseller of MAS 90 accounting software, Timeslips time and billing 
software and business software consultants.",Computers
616277,USBTrace - USB Protocol Analyzer Software for Windows,USB Protocol Analyzer Software for Windows,Computers
616431,NTFS Data Recovery Software - Boot Disk - Freeware NTFS Tools,"NTFS Data Recovery, Data Backup, Data Security Freeware and Shareware. Boot Disk &amp; Data Studio.",Computers
619686,Stock Startup - Free Application Launcher Tool. Launch a package of any applications and application objects,Stock Startup - Unique Free Program Launcher. Stock Startup gives the fast and simple access to the programs and documents. Current Cost: Zero!,Computers
628588,Network Downloads : QuickDNS /// AnalogX,Speed up webserver log analysis by performing all the DNS lookups completely multi-threaded with this utility.  20x faster than the normal (single-threaded) method.,Computers
629239,"Production control, time and attendance by Vertex, England - production control comes of age, - Home","Created by Ceres Systems, Grantham, England  Vertex is an off the shelf production control system for any 'clean' industry using batch production. It embodies 20 years of continuous development.",Computers
544818,6502.org: The 6502 Microprocessor Resource,"Information, links, and projects for enthusiasts of the 6502 microprocessor.",Computers
547866,RAID Data Recovery - Hard Drive Repair - Quickbooks File Repair,"offering hard drive data recovery and file repair for Quickbooks, Peachtree, SQL and Exchange databases, Data Recovery USA is a industry leader for fast and affordable recovery solutions.",Computers
554109,BLOOMPETALS,"BLOOMPETALS provides free ecards and games featuring all of your favorite BLOOMPETALS characters. Great for kids and adults, our cute cards help you connect on that special birthday or just let someone know that you are thinking of them.",Computers
564872,"FavIcon from Pics -- free, instant favicon for your site",Brand your pages with a custom favicon. Create a free icon in seconds with this online tool for generating animated and static favicons.,Computers
570582,Melee Multee Meedia Web Design - HOME,"Custom web design, video production and photography",Computers
572701,Central Ridge Web Design,Central Ridge Web Services provides small businesses and organizations with professional web design at an affordable cost.,Computers
573602,Griffintown Media,"Griffintown Media is a full-service creative agency based in Montreal. Our work includes best-selling books and magazines, branding campaigns for government and multinational corporations and benevolent work for community groups.",Computers
584496,"Multimedia Creative - multimedia, 3D, web & print services","Specialises in multimedia, 3D, animation, web design &amp graphic design services for CD / DVD / hard drive or print.",Computers
588137,Helixoft - Tools for Documenting C# and VB Code,Helixoft - Tools for Documenting .NET Code,Computers
604645,Thinking Parallel - A Blog on Parallel Programming and Concurrency by Michael SuessThinking Parallel | A Blog on Parallel Programming and Concurrency by Michael Suess,A Blog on Parallel Programming and Concurrency by Michael Suess,Computers
1465333,Central Florida Umpires Camp offers umpire training and instruction,Central Florida Umpires Camp offers umpire training and instruction along with videotaping to help improve performance.,Sports
1475200,Bob Adams CIS Sports Page,"Canadian University   
Sports Records and Stats page",Sports
1482536,Harmony Training Center,"Harmony Training Center Arabian horse boarding, training, and lessons",Sports
1484879,It's Time to Pay Attention to Your Automobile,"On this site, you will find lots of useful info about the steps you can take to clean up your vehicle, improve how it looks and increase its performance.",Sports
1511145,New York Islanders Legends: Denis Potvin,"Denis Potvin was the anchor of the New York Islanders franchise and dynasty.     His unbelievable strength, his fearless hitting and offensi...",Sports
1511978,Ontario Women's Hockey Association : Website by RAMP InterActive,Website by RAMPInterActive.com,Sports
1515055,Aikido of Louisville,"Aikido of Louisville is dedidcated to training and instructing Aiikido in a professional,friendly and safe manner.",Sports
1521506,Steve Park Rules!,A website dedicated to Nascar Camping World East Series driver Steve Park,Sports
1537061,Barnsley News - TykesMAD,"Barnsley - A football fan's dream site: all the breaking news, live scores, results and match reports, prediction games, fan forums/messageboards, sports goods, competitions, in-depth statistics and full playing squad detail. The Unofficial Barnsley Footymad",Sports
1546947,Aberdeen News - Aberdeen Mad,"Aberdeen - A football fan's dream site: all the breaking news, live scores, results and match reports, prediction games, fan forums/messageboards, sports goods, competitions, in-depth statistics and full playing squad detail. The Unofficial Aberdeen Footymad",Sports
1547554,West Lothian Soccer Sevens Development Association,First introduced in 1993 the WLSSDA actively develops Grass Roots football in West Lothian Scotland for children aged 12 and below.,Sports
1549776,Best hand grip strength training | How To Strengthen Your Hands And Have A Ferocious Grip - PowerandBulk.com | Buy muscle-building supplements & workout plans for bulking,"Best hand grip strength training | How To Strengthen Your Hands And Have A Ferocious Grip This page serves as a resource for individuals looking to increase their grip strength. Whether ripping a phone book, attempting a max deadlift, or just using a computer for 12 hour days, strong hands are important. Here you will [...]",Sports
1558022,Welcome to SwimEasy,A private coaching service for swimming in Singapore. Your guide to effortless and efficient swimming. Swimming lessons for adults and kids are available!,Sports
1559669,ASRA Recreational Ski Racing,ASRA operates recreational ski races and race camps open to everyone.,Sports
1476377,Bolton Cricket League,Bolton Cricket League,Sports
1483924,Champion Foxtrotters by Bill and Jeanne Hinkebein at Indian Creek Equine Center,"Indian Creek Equine Center in north central Missouri features an
indoor riding arena, heated and air conditioned classroom, and prize-winning fox trotters, home of 
National Trail Riding Sweepstakes Champion Hickory's Country Gold trained by William Hinkebein.",Sports
1484873,Paso Fino Horses at Westwind Ranch,"Paso Fino horse farm in Idaho offers Training, Breeding and Sales of Paso Fino horses. Clinics are scheduled throughout the year to help you get the most from your gaited horse. Riding lessons are available on gaited Pasos. We offer quality Paso Fino horses, honestly represented. Find your Paso Fino at Westwind Ranch.",Sports
1514966,Aikido of Connecticut,"Dojo founded in Hartford in 1964, teaching traditional Aikido. Free trial class etc.",Sports
1515072,Atlantic Martial Arts - Home for the Martial Art Aikido,Atlantic Martial Arts provides information on Aikido and instruction in Martial Arts in Baltimore Maryland.,Sports
1517353,Learn Tai Chi at The Magic Tortoise Taijiquan School,"The Magic Tortoise Taijiquan School offers classes in Tai Chi including Chen, Yang, Wudang, and Hao styles.",Sports
1519852,Sturton & Stow Motorsport Club,Sturton & Stow Motorsport Club,Sports
1522552,Home :: Ken Lowe Race Cars,"Ken Lowe Race Cars, Flowed Enderle and Hilborn fuel systems, Drag Race School, Center steer drag race chassis hardware, Specialty engine components",Sports
1542839,Beacon Football League,Welcome to The Beacon Football League official Website,Sports
1556890,CLSC | Home,"cricket, darts, football, indoor bowls, outdoor bowls",Sports
1481706,Palisades Appaloosas,"Well bred, well handled Appaloosa weanlings for sale in Kentucky.  Photography and Music by Lisa Reed Estridge, owner, breeder, teacher.",Sports
1484775,"Moundsview Farms - Boarding, BestCob Horse Bedding, Stables, and Horse Training in Prescott, WI","We are a family run horse farm located near Prescott, Wisconsin.  Our facility offers many services including stall/pasture 
boarding, indoor/outdoor arenas, trails, innovative bedding, lessons and training.  Please read our history, 
visit our family and contact us with any questions you have.",Sports
1489327,twin-pine-farm.com,twin-pine-farm.com status: EXPIRED,Sports
1491479,Andy Day - Photography Archive,"Andy Day - Archive.  Parkour, buildering, adventures, exploration.   andy@andyday. com   +44 7909 541 396",Sports
1499605,Maidstone RFC ::,"Formed in 1880, the club is amongst the oldest in the country and has for many years played its rugby at the picturesque Mote Cricket Ground, adjacent to Mote Park and the Mote Leisure Centre.",Sports
1500538,RUGBYHEADS - Passionately one-eyed and proud of it! - Rugbyheads,Welcome to Rugbyheads! The website for the discerning Kiwi Rugby fan who has had enough of the sit-on-the-fence attitude of the main stream rugby press and is hanging out for someone to tell it like it is!,Sports
1505978,"Horny women in Salisbury, NC. Sexy call girls in fur coats in which to fuck.",Adult tall nude woman sex workers fucked. Salisbury NC backpage latina escorts traders rustenburg.,Sports
1510436,Ice Puck University IPUCKU by Johnny Puck,Ice Puck University IPUCKU hockey humor Johnny Puck.,Sports
1518222,"Hollis Martial Arts | carpet cleaning in Raleigh, Airport Shuttle Honolulu, Roofing companies Saint John NB, Roofing contractor","Orlando Immigration Lawyer, pest control companies near me, roofing contractors near me,",Sports
1522109,John Buffum Bio,John Buffum Bio,Sports
1522471,"UK Drifting Videos - D1GP, Mercedes Terrell, JDM Option Videos","UK Drifting videos including D1GP videos, Formula Drift and JDM Option videos plus drift car galleries and Mercedes Terrell Pics.",Sports
